Question	Rationale	Label
WIll Noah's Ark hypothetically sail through flooded Lincoln Tunnel?	The Lincoln Tunnel is between New Jersey and New York City, and it is submerged in salt water. The Ark would not float in salt water due to its construction materials, so it would not hypothetically sail through the flooded Lincoln Tunnel.	no
WIll Noah's Ark hypothetically sail through flooded Lincoln Tunnel?	The Lincoln Tunnel is a tunnel that connects New Jersey to Manhattan. It is located beneath the Hudson River. The length of the tunnel is 7,924 feet and the maximum clearance is 14 feet. Noah's Ark was a constructed vessel that measured 450 feet long, 75 feet wide, and 45 feet tall.	no
Can the city of Miami fit inside Uppsala?	Miami is a large city with an area of about 59.7 sq. miles (154.6 km²). The city of Uppsala is much smaller, with an area of merely 18.7 sq. miles (48.5 km²).	no
Can the city of Miami fit inside Uppsala?	Miami has an area of about 56 square miles while Uppsala has an area of less than 10 square miles.	no
Can the city of Miami fit inside Uppsala?	The population of Miami is around 450,000 and the population of Uppsala is around 200,000. Uppsala's area is around 79,000 km^2 while Miami's area is only around 47,000 km^2.	no
Can the city of Miami fit inside Uppsala?	The city of Miami has an area of about 56 square miles (145 sq km). Uppsala, Sweden has an area of about 21 square miles (55 sq km).	no
Can the city of Miami fit inside Uppsala?	The size of the city of Miami is approximately 59.4 sq mi. The size of Uppsala is approximately 40.3 sq mi.	no
Do anatomical and symbolic hearts look remarkably different?	The anatomical heart is a three-dimensional representation of a human heart, whereas the symbolic heart is a two-dimensional shape typically depicted in works of art.	yes
Do anatomical and symbolic hearts look remarkably different?	Anatomical hearts and symbolic hearts look remarkably different. Anatomical hearts are realistic representations of the real organ and often include details such as veins, chambers, and valves. Symbolic hearts are often stylized and can take many shapes and forms.	yes
Do anatomical and symbolic hearts look remarkably different?	An anatomical heart is what the actual human heart looks like, while a symbolic heart is an abstract representation of a heart. They can look different depending on the context, but they typically look very different.	yes
Do anatomical and symbolic hearts look remarkably different?	An anatomical heart is the actual heart of a human body, while a symbolic heart is an artistic representation of a heart. In general, these two hearts look quite different from each other.	yes
Do anatomical and symbolic hearts look remarkably different?	Anatomical hearts are typically a deep red in color and they have valves, arteries, and veins that are easily distinguished. Symbolic hearts are typically a bright red in color and lack any of the visible features of an anatomical heart.	yes
Would an expensive tailor use adhesive to create a shorter hem on slacks?	A tailor might use adhesive to temporarily raise a hem on slacks, but this is not the usual method. Tailors typically use a sewing machine to create a shorter hem on slacks.	no
Would an expensive tailor use adhesive to create a shorter hem on slacks?	Hemming commonly requires a sewing machine or hand stitching. Adhesive would not create a secure and durable hem, so it is not usually used for professional tailoring.	no
Would an expensive tailor use adhesive to create a shorter hem on slacks?	Tailors usually use a sewing machine to create hems. Adhesive is not usually used for hemlines.	no
Would an expensive tailor use adhesive to create a shorter hem on slacks?	Tailors usually use a sewing machine to create hems on clothes, as it is much faster and more precise than using adhesive.	no
Would an expensive tailor use adhesive to create a shorter hem on slacks?	Adhesives are not typically used to hem trousers as they will not last very long and the hem will not look as professional as a sewn hem. An expensive tailor would likely use a sewing machine to create a shorter hem on slacks.	no
If you have black hair and want red hair, do you need bleach?	Yes, in order to achieve a vibrant red hair color, it is often necessary for the hair to be bleached first. This is because black hair is too dark for the dye to take in order to give an even, vivid color.	yes
If you have black hair and want red hair, do you need bleach?	Yes. If you have black hair and want red hair, you will need to use bleach to lighten your hair before you can dye it a vibrant red color.	yes
If you have black hair and want red hair, do you need bleach?	To dye your hair from black to red, you would need to use a bleach to lighten your hair before you apply the red dye.	yes
If you have black hair and want red hair, do you need bleach?	Yes. Bleach is necessary to lighten your existing black hair color in order to achieve a desired brighter, red hair color.	yes
Did land owners elect their rulers in the Kingdom of Hungary?	The Kingdom of Hungary was a constitutional monarchy from 1867 to 1918, meaning that the rulers were chosen by hereditary succession.	no
Did land owners elect their rulers in the Kingdom of Hungary?	The Kingdom of Hungary was an absolute monarchy, meaning the ruling monarch was not elected by the people, but inherited the throne.	no
Did land owners elect their rulers in the Kingdom of Hungary?	The Kingdom of Hungary was an absolute monarchy from 1000 to 1918. This means the ruler was not elected by the people but appointed by the monarch.	no
Is cycling a high-risk activity for pelvis fractures?	Cycling is considered to be a low-impact activity, and is not typically associated with high-risk activities for pelvis fractures.	no
Is cycling a high-risk activity for pelvis fractures?	Cycling is a low-impact activity, meaning that there is relatively little trauma to the body. While there is a risk of falling, pelvis fractures are not common due to cycling.	no
Is cycling a high-risk activity for pelvis fractures?	Cycling has a low risk of causing pelvis fractures, but other high-risk activities such as contact sports (football, hockey, rugby, etc.), motor vehicle crashes, and falls can cause pelvis fractures.	no
Did Dr. Seuss live a tragedy free life?	Dr. Seuss (Theodor Seuss Geisel) had a successful writing career, but his personal life was marked with tragedy. His first wife died of meningitis in 1967 and his second wife, Audrey, died of a brain tumor in 1967.	no
Did Dr. Seuss live a tragedy free life?	Dr. Seuss (Theodor Seuss Geisel) was a beloved author and illustrator. He tragically lost his daughter Audrey in 1967 at the age of 47.	no
